title,description,category
App móvil para tickets,Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando sin ningún cambio de mi parte.,SUGERENCIAS
Recordatorio automático de reservas,"Propongo agregar un recordatorio automático antes de que empiece una reserva de sala. Esto viene pasando de forma intermitente durante el día. Por favor priorizar, me está atrasando bastante.",SUGERENCIAS
La sala de directorio necesito cambiarle el horario a mi reserva,"La sala de directorio necesito cambiarle el horario a mi reserva, desde ayer en la tarde.",RESERVA_DE_SALAS
El programa de nómina pide una licencia que no tengo activada,"El programa de nómina pide una licencia que no tengo activada, de forma intermitente durante el día.",SOFTWARE
App móvil para tickets,"Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando desde esta mañana. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",SUGERENCIAS
Solicitud de información,Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando de un momento a otro.,OTRO
Zoom no reconoce mi usuario y contraseña,"Zoom no reconoce mi usuario y contraseña, desde ayer en la tarde.",SOFTWARE
La vpn institucional no logra conectar,"La vpn institucional no logra conectar, desde que volvimos de la semana de vacaciones.",RED
App móvil para tickets,Sería útil tener una aplicación móvil para revisar el estado de los tickets desde el celular. Esto viene pasando justo antes de una reunión importante.,SUGERENCIAS
Mejorar el buscador de tickets,"Sugiero mejorar el buscador del sistema de tickets, cuesta encontrar tickets antiguos. Esto viene pasando de forma intermitente durante el día.",SUGERENCIAS
La impresora de red no logra conectar,"La impresora de red no logra conectar, hace ya una semana.",RED
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando de un momento a otro.",OTRO
Mi acceso a la carpeta compartida quedó bloqueada,"Mi acceso a la carpeta compartida quedó bloqueada, desde ayer en la tarde.",ACCESOS
Teams dejó de sincronizar los archivos,"Teams dejó de sincronizar los archivos, justo antes de una reunión importante. Necesito que se resuelva hoy mismo si es posible.",SOFTWARE
Mi perfil en el sistema de tickets no tiene permisos para entrar a la carpeta,"Mi perfil en el sistema de tickets no tiene permisos para entrar a la carpeta, desde ayer en la tarde.",ACCESOS
Mi cuenta de la vpn pide verificación en dos pasos y el código nunca llega,"Mi cuenta de la vpn pide verificación en dos pasos y el código nunca llega, de forma intermitente durante el día.",ACCESOS
El cargador del notebook no carga la batería aunque esté conectado,"El cargador del notebook no carga la batería aunque esté conectado, de un momento a otro. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",HARDWARE
Consulta general sobre un trámite,"Tengo una consulta general sobre cómo hacer un trámite, no encontré la información en la intranet. Esto viene pasando desde esta mañana. Puede esperar, no me está bloqueando por ahora.",OTRO
Técnico no llegó a la hora acordada,El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando desde esta mañana.,RECLAMOS
Mi clave de acceso dice que el usuario no existe,"Mi clave de acceso dice que el usuario no existe, desde ayer en la tarde.",ACCESOS
Atención muy demorosa,"La atención de la última vez fue muy demorosa, pasaron varios días sin novedades. Esto viene pasando hace ya una semana.",RECLAMOS
Me cerraron el ticket sin avisar,"Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando cada vez que lo intento. Sin apuro, cualquier día de esta semana está bien.",RECLAMOS
La sala de videoconferencia el sistema no me deja reservarla,"La sala de videoconferencia el sistema no me deja reservarla, cada vez que lo intento. Tengo una entrega importante y esto me lo está impidiendo.",RESERVA_DE_SALAS
Llevo dos semanas esperando respuesta,Llevo dos semanas esperando una respuesta a mi ticket anterior y nadie me ha contactado. Esto viene pasando cada vez que lo intento.,RECLAMOS
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando desde ayer en la tarde. Es crítico: afecta a todo el piso y nadie puede trabajar.,RECLAMOS
El teclado no detecta el mouse ni el teclado,"El teclado no detecta el mouse ni el teclado, desde ayer en la tarde. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",HARDWARE
Me cerraron el ticket sin avisar,Me cerraron el ticket anterior sin avisarme y el problema seguía sin solucionarse. Esto viene pasando sin ningún cambio de mi parte.,RECLAMOS
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando sin ningún cambio de mi parte. Puede esperar, no me está bloqueando por ahora.",OTRO
La sala 204 la necesito reservar para mañana,"La sala 204 la necesito reservar para mañana, después de la última actualización. Necesito que se resuelva hoy mismo si es posible.",RESERVA_DE_SALAS
La aplicación de asistencia no abre de ninguna forma,"La aplicación de asistencia no abre de ninguna forma, de forma intermitente durante el día. Por favor priorizar, me está atrasando bastante.",SOFTWARE
El auditorio la necesito reservar para mañana,"El auditorio la necesito reservar para mañana, justo antes de una reunión importante.",RESERVA_DE_SALAS
El programa de nómina se congela al abrir un archivo grande,"El programa de nómina se congela al abrir un archivo grande, justo antes de una reunión importante.",SOFTWARE
Mi clave de acceso no tiene permisos para entrar a la carpeta,"Mi clave de acceso no tiene permisos para entrar a la carpeta, después de la última actualización.",ACCESOS
Técnico no llegó a la hora acordada,El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando desde que volvimos de la semana de vacaciones.,RECLAMOS
Atención muy demorosa,"La atención de la última vez fue muy demorosa, pasaron varios días sin novedades. Esto viene pasando cada vez que lo intento.",RECLAMOS
Mi perfil en el sistema de tickets se venció y no puedo renovarla,"Mi perfil en el sistema de tickets se venció y no puedo renovarla, justo antes de una reunión importante. No corre prisa, es solo para dejarlo registrado.",ACCESOS
La sala de videoconferencia la necesito reservar para mañana,"La sala de videoconferencia la necesito reservar para mañana, después de la última actualización. Es crítico: afecta a todo el piso y nadie puede trabajar.",RESERVA_DE_SALAS
Capacitación para personal nuevo,Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando después de la última actualización.,SUGERENCIAS
El disco duro externo quedó con la pantalla azul,"El disco duro externo quedó con la pantalla azul, desde que volvimos de la semana de vacaciones. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",HARDWARE
Técnico no llegó a la hora acordada,El técnico no llegó a la hora que habíamos acordado para revisar el equipo. Esto viene pasando de forma intermitente durante el día. Es crítico: afecta a todo el piso y nadie puede trabajar.,RECLAMOS
La sala de reuniones quiero reservarla de forma recurrente todo el mes,"La sala de reuniones quiero reservarla de forma recurrente todo el mes, de un momento a otro. Ya es el segundo día sin poder trabajar por esto.",RESERVA_DE_SALAS
Mi usuario del sistema olvidé la contraseña y no puedo recuperarla,"Mi usuario del sistema olvidé la contraseña y no puedo recuperarla, de forma intermitente durante el día. Sistema completo caído para todo el área, se necesita atención inmediata.",ACCESOS
Atención muy demorosa,"La atención de la última vez fue muy demorosa, pasaron varios días sin novedades. Esto viene pasando desde ayer en la tarde. Es una emergencia, no hay acceso a nada y somos varios equipos afectados.",RECLAMOS
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando cada vez que lo intento.",OTRO
El disco duro externo no carga la batería aunque esté conectado,"El disco duro externo no carga la batería aunque esté conectado, cada vez que lo intento.",HARDWARE
Mi cuenta de correo no me deja entrar de ninguna forma,"Mi cuenta de correo no me deja entrar de ninguna forma, después de la última actualización.",ACCESOS
La fuente de poder no enciende,"La fuente de poder no enciende, desde esta mañana. Sin apuro, cualquier día de esta semana está bien.",HARDWARE
Capacitación para personal nuevo,Propongo capacitar al personal nuevo en el uso del sistema apenas ingresan. Esto viene pasando desde ayer en la tarde. Tengo una entrega importante y esto me lo está impidiendo.,SUGERENCIAS
Consulta sobre políticas internas,"Tengo una duda sobre la política interna de uso de equipos, no encontré el documento. Esto viene pasando de un momento a otro. Tengo una entrega importante y esto me lo está impidiendo.",OTRO
Mi tarjeta de acceso quedó bloqueada,"Mi tarjeta de acceso quedó bloqueada, desde que volvimos de la semana de vacaciones.",ACCESOS
El acceso a la carpeta compartida está muy lenta desde hace rato,"El acceso a la carpeta compartida está muy lenta desde hace rato, cada vez que lo intento.",RED
Solicitud de información,"Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando de un momento a otro. Puede esperar, no me está bloqueando por ahora.",OTRO
La conexión a internet está muy lenta desde hace rato,"La conexión a internet está muy lenta desde hace rato, de forma intermitente durante el día. Es urgente, no puedo seguir trabajando.",RED
No me notificaron el cambio,Cambiaron algo en el sistema y nadie del área nos avisó con anticipación. Esto viene pasando desde que volvimos de la semana de vacaciones.,RECLAMOS
Solicitud de información,"Necesito información sobre los horarios de atención de soporte técnico. Esto viene pasando de un momento a otro. Afecta a toda la oficina al mismo tiempo, no es solo mi puesto.",OTRO
Duda sobre a quién contactar,"No tengo claro a qué área debo escribir para este tema, quería que me orientaran. Esto viene pasando justo antes de una reunión importante.",OTRO
